year_film,year_ceremony,ceremony,category,name,film,winner,film_awards,gender,race,country,continent
2002,2003,75,Writing (Adapted Screenplay),Bill Condon,Chicago,False,"{'nomsBaftas': 10, 'nomsGoldenGlobes': 5, 'nomsOscars': 7, 'winsBaftas': 2, 'winsGoldenGlobes': 3, 'winsOscars': 6}",Male,White,,
2002,2003,75,Writing (Adapted Screenplay),David Hare,The Hours,False,"{'nomsBaftas': 9, 'nomsGoldenGlobes': 5, 'nomsOscars': 8, 'winsBaftas': 2, 'winsGoldenGlobes': 2, 'winsOscars': 1}",Male,White,,
2002,2003,75,Writing (Adapted Screenplay),Ronald Harwood,The Pianist,True,"{'nomsBaftas': 5, 'nomsGoldenGlobes': 2, 'nomsOscars': 4, 'winsBaftas': 2, 'winsGoldenGlobes': 0, 'winsOscars': 3}",Male,White,,
2002,2003,75,Writing (Original Screenplay),Todd Haynes,Far from Heaven,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 4, 'nomsOscars': 4, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2002,2003,75,Writing (Original Screenplay),"Jay Cocks, Kenneth Lonergan, Steve Zaillian",Gangs of New York,False,"{'nomsBaftas': 11, 'nomsGoldenGlobes': 3, 'nomsOscars': 10, 'winsBaftas': 1, 'winsGoldenGlobes': 2, 'winsOscars': 0}",Male,White,,
2002,2003,75,Writing (Original Screenplay),Nia Vardalos,My Big Fat Greek Wedding,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 2, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,White,,
2002,2003,75,Writing (Original Screenplay),Pedro Almodóvar,Talk to Her,True,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 2, 'winsGoldenGlobes': 1, 'winsOscars': 1}",Male,White,,
2002,2003,75,Writing (Original Screenplay),"Alfonso Cuarón, Carlos Cuarón",Y Tu Mamá También,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 1, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,Hispanic,,
2003,2004,76,Actor in a Leading Role,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl,False,"{'nomsBaftas': 4, 'nomsGoldenGlobes': 1, 'nomsOscars': 5, 'winsBaftas': 1, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2003,2004,76,Actor in a Leading Role,Ben Kingsley,House of Sand and Fog,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 1, 'nomsOscars': 3, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,Indian,,
2003,2004,76,Actor in a Leading Role,Jude Law,Cold Mountain,False,"{'nomsBaftas': 11, 'nomsGoldenGlobes': 7, 'nomsOscars': 6, 'winsBaftas': 2, 'winsGoldenGlobes': 1, 'winsOscars': 1}",Male,White,,
2003,2004,76,Actor in a Leading Role,Bill Murray,Lost in Translation,False,"{'nomsBaftas': 5, 'nomsGoldenGlobes': 2, 'nomsOscars': 3, 'winsBaftas': 3, 'winsGoldenGlobes': 3, 'winsOscars': 1}",Male,White,,
2003,2004,76,Actor in a Leading Role,Sean Penn,Mystic River,True,"{'nomsBaftas': 4, 'nomsGoldenGlobes': 3, 'nomsOscars': 4, 'winsBaftas': 0, 'winsGoldenGlobes': 2, 'winsOscars': 2}",Male,White,,
2003,2004,76,Actor in a Supporting Role,Alec Baldwin,The Cooler,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 2, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2003,2004,76,Actor in a Supporting Role,Benicio Del Toro,21 Grams,False,"{'nomsBaftas': 5, 'nomsGoldenGlobes': 0, 'nomsOscars': 2, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,Hispanic,,
2003,2004,76,Actor in a Supporting Role,Djimon Hounsou,In America,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 2, 'nomsOscars': 3, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,Black,,
2003,2004,76,Actor in a Supporting Role,Tim Robbins,Mystic River,True,"{'nomsBaftas': 4, 'nomsGoldenGlobes': 3, 'nomsOscars': 4, 'winsBaftas': 0, 'winsGoldenGlobes': 2, 'winsOscars': 2}",Male,White,,
2003,2004,76,Actor in a Supporting Role,Ken Watanabe,The Last Samurai,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 3, 'nomsOscars': 4, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,Asian,,
2003,2004,76,Actress in a Leading Role,Keisha Castle-Hughes,Whale Rider,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 1, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,White,,
2003,2004,76,Actress in a Leading Role,Diane Keaton,Something's Gotta Give,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 1, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 1, 'winsOscars': 0}",Female,White,,
2003,2004,76,Actress in a Leading Role,Samantha Morton,In America,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 2, 'nomsOscars': 3, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,White,,
2003,2004,76,Actress in a Leading Role,Charlize Theron,Monster,True,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 0, 'nomsOscars': 0, 'winsBaftas': 0, 'winsGoldenGlobes': 1, 'winsOscars': 1}",Female,White,,
2003,2004,76,Actress in a Leading Role,Naomi Watts,21 Grams,False,"{'nomsBaftas': 5, 'nomsGoldenGlobes': 0, 'nomsOscars': 2, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,White,,
2003,2004,76,Actress in a Supporting Role,Shohreh Aghdashloo,House of Sand and Fog,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 1, 'nomsOscars': 3, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,Middle Eastern,,
2003,2004,76,Actress in a Supporting Role,Patricia Clarkson,Pieces of April,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 1, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,White,,
2003,2004,76,Actress in a Supporting Role,Marcia Gay Harden,Mystic River,False,"{'nomsBaftas': 4, 'nomsGoldenGlobes': 3, 'nomsOscars': 4, 'winsBaftas': 0, 'winsGoldenGlobes': 2, 'winsOscars': 2}",Female,White,,
2003,2004,76,Actress in a Supporting Role,Holly Hunter,Thirteen,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 2, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,White,,
2003,2004,76,Actress in a Supporting Role,Renée Zellweger,Cold Mountain,True,"{'nomsBaftas': 11, 'nomsGoldenGlobes': 7, 'nomsOscars': 6, 'winsBaftas': 2, 'winsGoldenGlobes': 1, 'winsOscars': 1}",Female,White,,
2003,2004,76,Animated Feature Film,"Aaron Blaise, Robert Walker",Brother Bear,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2003,2004,76,Animated Feature Film,Andrew Stanton,Finding Nemo,True,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 1, 'nomsOscars': 3, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 1}",Male,White,,
2003,2004,76,Animated Feature Film,Sylvain Chomet,The Triplets of Belleville,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 0, 'nomsOscars': 2, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2003,2004,76,Costume Design,Dien van Straalen,Girl with a Pearl Earring,False,"{'nomsBaftas': 10, 'nomsGoldenGlobes': 2, 'nomsOscars': 3, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,White,,
2003,2004,76,Costume Design,Ngila Dickson,The Last Samurai,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 3, 'nomsOscars': 4, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,White,,
2003,2004,76,Costume Design,"Ngila Dickson, Richard Taylor",The Lord of the Rings: The Return of the King,True,"{'nomsBaftas': 9, 'nomsGoldenGlobes': 0, 'nomsOscars': 0, 'winsBaftas': 5, 'winsGoldenGlobes': 4, 'winsOscars': 11}",F - M,White,,
2003,2004,76,Costume Design,Wendy Stites,Master and Commander: The Far Side of the World,False,"{'nomsBaftas': 4, 'nomsGoldenGlobes': 3, 'nomsOscars': 8, 'winsBaftas': 4, 'winsGoldenGlobes': 0, 'winsOscars': 2}",Female,White,,
2003,2004,76,Costume Design,Judianna Makovsky,Seabiscuit,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 2, 'nomsOscars': 7, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,White,,
2003,2004,76,Directing,Fernando Meirelles,City of God,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 1, 'nomsOscars': 4, 'winsBaftas': 1, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2003,2004,76,Directing,Peter Jackson,The Lord of the Rings: The Return of the King,True,"{'nomsBaftas': 9, 'nomsGoldenGlobes': 0, 'nomsOscars': 0, 'winsBaftas': 5, 'winsGoldenGlobes': 4, 'winsOscars': 11}",Male,White,,
2003,2004,76,Directing,Sofia Coppola,Lost in Translation,False,"{'nomsBaftas': 5, 'nomsGoldenGlobes': 2, 'nomsOscars': 3, 'winsBaftas': 3, 'winsGoldenGlobes': 3, 'winsOscars': 1}",Female,White,,
2003,2004,76,Directing,Peter Weir,Master and Commander: The Far Side of the World,False,"{'nomsBaftas': 4, 'nomsGoldenGlobes': 3, 'nomsOscars': 8, 'winsBaftas': 4, 'winsGoldenGlobes': 0, 'winsOscars': 2}",Male,White,,
2003,2004,76,Directing,Clint Eastwood,Mystic River,False,"{'nomsBaftas': 4, 'nomsGoldenGlobes': 3, 'nomsOscars': 4, 'winsBaftas': 0, 'winsGoldenGlobes': 2, 'winsOscars': 2}",Male,White,,
2003,2004,76,International Feature Film,Denys Arcand,The Barbarian Invasions,True,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 1, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 1}",Male,White,Canada,North America
2003,2004,76,International Feature Film,Mikael Hafström,Evil,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 0, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,Sweden,Europe
2003,2004,76,International Feature Film,Yoji Yamada,The Twilight Samurai,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,Asian,Japan,Asia
2003,2004,76,International Feature Film,Ben Sombogaart,Twin Sisters,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,The Netherlands,Europe
2003,2004,76,International Feature Film,Ondrej Trojan,Zelary,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,Czech Republic,Europe
2003,2004,76,Makeup and Hairstyling,"Peter King, Richard Taylor",The Lord of the Rings: The Return of the King,True,"{'nomsBaftas': 9, 'nomsGoldenGlobes': 0, 'nomsOscars': 0, 'winsBaftas': 5, 'winsGoldenGlobes': 4, 'winsOscars': 11}",Male,White,,
2003,2004,76,Makeup and Hairstyling,"Edouard Henriques III, Yolanda Toussieng",Master and Commander: The Far Side of the World,False,"{'nomsBaftas': 4, 'nomsGoldenGlobes': 3, 'nomsOscars': 8, 'winsBaftas': 4, 'winsGoldenGlobes': 0, 'winsOscars': 2}",F - M,White,,
2003,2004,76,Makeup and Hairstyling,"Martin Samuel, Ve Neill",Pirates of the Caribbean: The Curse of the Black Pearl,False,"{'nomsBaftas': 4, 'nomsGoldenGlobes': 1, 'nomsOscars': 5, 'winsBaftas': 1, 'winsGoldenGlobes': 0, 'winsOscars': 0}",F - M,White,,
2003,2004,76,Music (Original Score),Danny Elfman,Big Fish,False,"{'nomsBaftas': 7, 'nomsGoldenGlobes': 4, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2003,2004,76,Music (Original Score),Gabriel Yared,Cold Mountain,False,"{'nomsBaftas': 11, 'nomsGoldenGlobes': 7, 'nomsOscars': 6, 'winsBaftas': 2, 'winsGoldenGlobes': 1, 'winsOscars': 1}",Male,Middle Eastern,,
2003,2004,76,Music (Original Score),Thomas Newman,Finding Nemo,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 1, 'nomsOscars': 3, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 1}",Male,White,,
2003,2004,76,Music (Original Score),James Horner,House of Sand and Fog,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 1, 'nomsOscars': 3, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2003,2004,76,Music (Original Score),Howard Shore,The Lord of the Rings: The Return of the King,True,"{'nomsBaftas': 9, 'nomsGoldenGlobes': 0, 'nomsOscars': 0, 'winsBaftas': 5, 'winsGoldenGlobes': 4, 'winsOscars': 11}",Male,White,,
2003,2004,76,Writing (Adapted Screenplay),"Robert Pulcini, Shari Springer Berman",American Splendor,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 1, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",F - M,ME - W,,
2003,2004,76,Writing (Adapted Screenplay),Braulio Mantovani,City of God,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 1, 'nomsOscars': 4, 'winsBaftas': 1, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,Hispanic,,
2003,2004,76,Writing (Adapted Screenplay),"Fran Walsh, Peter Jackson, Philippa Boyens",The Lord of the Rings: The Return of the King,True,"{'nomsBaftas': 9, 'nomsGoldenGlobes': 0, 'nomsOscars': 0, 'winsBaftas': 5, 'winsGoldenGlobes': 4, 'winsOscars': 11}",F - M,White,,
2003,2004,76,Writing (Adapted Screenplay),Brian Helgeland,Mystic River,False,"{'nomsBaftas': 4, 'nomsGoldenGlobes': 3, 'nomsOscars': 4, 'winsBaftas': 0, 'winsGoldenGlobes': 2, 'winsOscars': 2}",Male,White,,
2003,2004,76,Writing (Adapted Screenplay),Gary Ross,Seabiscuit,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 2, 'nomsOscars': 7, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2003,2004,76,Writing (Original Screenplay),Denys Arcand,The Barbarian Invasions,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 1, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 1}",Male,White,,
2003,2004,76,Writing (Original Screenplay),Steven Knight,Dirty Pretty Things,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2003,2004,76,Writing (Original Screenplay),"Andrew Stanton, Bob Peterson, David Reynolds",Finding Nemo,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 1, 'nomsOscars': 3, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 1}",Male,White,,
2003,2004,76,Writing (Original Screenplay),"Jim Sheridan, Kirsten Sheridan, Naomi Sheridan",In America,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 2, 'nomsOscars': 3, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",F - M,White,,
2003,2004,76,Writing (Original Screenplay),Sofia Coppola,Lost in Translation,True,"{'nomsBaftas': 5, 'nomsGoldenGlobes': 2, 'nomsOscars': 3, 'winsBaftas': 3, 'winsGoldenGlobes': 3, 'winsOscars': 1}",Female,White,,
2004,2005,77,Actor in a Leading Role,Don Cheadle,Hotel Rwanda,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 3, 'nomsOscars': 3, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,Black,,
2004,2005,77,Actor in a Leading Role,Johnny Depp,Finding Neverland,False,"{'nomsBaftas': 11, 'nomsGoldenGlobes': 5, 'nomsOscars': 6, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 1}",Male,White,,
2004,2005,77,Actor in a Leading Role,Leonardo DiCaprio,The Aviator,False,"{'nomsBaftas': 10, 'nomsGoldenGlobes': 3, 'nomsOscars': 6, 'winsBaftas': 4, 'winsGoldenGlobes': 3, 'winsOscars': 5}",Male,White,,
2004,2005,77,Actor in a Leading Role,Clint Eastwood,Million Dollar Baby,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 3, 'nomsOscars': 3, 'winsBaftas': 0, 'winsGoldenGlobes': 2, 'winsOscars': 4}",Male,White,,
2004,2005,77,Actor in a Leading Role,Jamie Foxx,Ray,True,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 1, 'nomsOscars': 4, 'winsBaftas': 2, 'winsGoldenGlobes': 1, 'winsOscars': 2}",Male,Black,,
2004,2005,77,Actor in a Supporting Role,Alan Alda,The Aviator,False,"{'nomsBaftas': 10, 'nomsGoldenGlobes': 3, 'nomsOscars': 6, 'winsBaftas': 4, 'winsGoldenGlobes': 3, 'winsOscars': 5}",Male,White,,
2004,2005,77,Actor in a Supporting Role,Thomas Haden Church,Sideways,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 5, 'nomsOscars': 4, 'winsBaftas': 1, 'winsGoldenGlobes': 2, 'winsOscars': 1}",Male,White,,
2004,2005,77,Actor in a Supporting Role,Jamie Foxx,Collateral,False,"{'nomsBaftas': 5, 'nomsGoldenGlobes': 1, 'nomsOscars': 2, 'winsBaftas': 1, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,Black,,
2004,2005,77,Actor in a Supporting Role,Morgan Freeman,Million Dollar Baby,True,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 3, 'nomsOscars': 3, 'winsBaftas': 0, 'winsGoldenGlobes': 2, 'winsOscars': 4}",Male,Black,,
2004,2005,77,Actor in a Supporting Role,Clive Owen,Closer,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 3, 'nomsOscars': 2, 'winsBaftas': 1, 'winsGoldenGlobes': 2, 'winsOscars': 0}",Male,White,,
2004,2005,77,Actress in a Leading Role,Annette Bening,Being Julia,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 1, 'winsOscars': 0}",Female,White,,
2004,2005,77,Actress in a Leading Role,Catalina Sandino Moreno,Maria Full of Grace,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,Hispanic,,
2004,2005,77,Actress in a Leading Role,Imelda Staunton,Vera Drake,False,"{'nomsBaftas': 8, 'nomsGoldenGlobes': 1, 'nomsOscars': 3, 'winsBaftas': 3, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,White,,
2004,2005,77,Actress in a Leading Role,Hilary Swank,Million Dollar Baby,True,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 3, 'nomsOscars': 3, 'winsBaftas': 0, 'winsGoldenGlobes': 2, 'winsOscars': 4}",Female,White,,
2004,2005,77,Actress in a Leading Role,Kate Winslet,Eternal Sunshine of the Spotless Mind,False,"{'nomsBaftas': 4, 'nomsGoldenGlobes': 4, 'nomsOscars': 1, 'winsBaftas': 2, 'winsGoldenGlobes': 0, 'winsOscars': 1}",Female,White,,
2004,2005,77,Actress in a Supporting Role,Cate Blanchett,The Aviator,True,"{'nomsBaftas': 10, 'nomsGoldenGlobes': 3, 'nomsOscars': 6, 'winsBaftas': 4, 'winsGoldenGlobes': 3, 'winsOscars': 5}",Female,White,,
2004,2005,77,Actress in a Supporting Role,Laura Linney,Kinsey,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 3, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,White,,
2004,2005,77,Actress in a Supporting Role,Virginia Madsen,Sideways,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 5, 'nomsOscars': 4, 'winsBaftas': 1, 'winsGoldenGlobes': 2, 'winsOscars': 1}",Female,White,,
2004,2005,77,Actress in a Supporting Role,Sophie Okonedo,Hotel Rwanda,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 3, 'nomsOscars': 3, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,Black,,
2004,2005,77,Actress in a Supporting Role,Natalie Portman,Closer,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 3, 'nomsOscars': 2, 'winsBaftas': 1, 'winsGoldenGlobes': 2, 'winsOscars': 0}",Female,White,,
2004,2005,77,Animated Feature Film,Brad Bird,The Incredibles,True,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 1, 'nomsOscars': 2, 'winsBaftas': 1, 'winsGoldenGlobes': 0, 'winsOscars': 2}",Male,White,,
2004,2005,77,Animated Feature Film,Bill Damaschke,Shark Tale,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2004,2005,77,Animated Feature Film,Andrew Adamson,Shrek 2,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 1, 'nomsOscars': 2, 'winsBaftas': 1, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2004,2005,77,Costume Design,Sandy Powell,The Aviator,True,"{'nomsBaftas': 10, 'nomsGoldenGlobes': 3, 'nomsOscars': 6, 'winsBaftas': 4, 'winsGoldenGlobes': 3, 'winsOscars': 5}",Female,White,,
2004,2005,77,Costume Design,Alexandra Byrne,Finding Neverland,False,"{'nomsBaftas': 11, 'nomsGoldenGlobes': 5, 'nomsOscars': 6, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 1}",Female,White,,
2004,2005,77,Costume Design,Colleen Atwood,Lemony Snicket's A Series of Unfortunate Events,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 3, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 1}",Female,White,,
2004,2005,77,Costume Design,Sharen Davis,Ray,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 1, 'nomsOscars': 4, 'winsBaftas': 2, 'winsGoldenGlobes': 1, 'winsOscars': 2}",Female,Black,,
2004,2005,77,Costume Design,Bob Ringwood,Troy,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2004,2005,77,Directing,Martin Scorsese,The Aviator,False,"{'nomsBaftas': 10, 'nomsGoldenGlobes': 3, 'nomsOscars': 6, 'winsBaftas': 4, 'winsGoldenGlobes': 3, 'winsOscars': 5}",Male,White,,
2004,2005,77,Directing,Clint Eastwood,Million Dollar Baby,True,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 3, 'nomsOscars': 3, 'winsBaftas': 0, 'winsGoldenGlobes': 2, 'winsOscars': 4}",Male,White,,
2004,2005,77,Directing,Taylor Hackford,Ray,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 1, 'nomsOscars': 4, 'winsBaftas': 2, 'winsGoldenGlobes': 1, 'winsOscars': 2}",Male,White,,
2004,2005,77,Directing,Alexander Payne,Sideways,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 5, 'nomsOscars': 4, 'winsBaftas': 1, 'winsGoldenGlobes': 2, 'winsOscars': 1}",Male,White,,
2004,2005,77,Directing,Mike Leigh,Vera Drake,False,"{'nomsBaftas': 8, 'nomsGoldenGlobes': 1, 'nomsOscars': 3, 'winsBaftas': 3, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2004,2005,77,International Feature Film,Kay Pollak,As It Is in Heaven,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,Sweden,Europe
2004,2005,77,International Feature Film,Christophe Barratier,The Chorus (Les Choristes),False,"{'nomsBaftas': 3, 'nomsGoldenGlobes': 1, 'nomsOscars': 2, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,France,Europe
2004,2005,77,International Feature Film,Oliver Hirschbiegel,Downfall,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,Germany,Europe
2004,2005,77,International Feature Film,Alejandro Amenábar,The Sea Inside,True,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 1, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 1, 'winsOscars': 1}",Male,Hispanic,Spain,Europe
2004,2005,77,International Feature Film,Darrel Roodt,Yesterday,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,Black,South Africa,Africa
2004,2005,77,Makeup and Hairstyling,"Bill Corso, Valli O'Reilly",Lemony Snicket's A Series of Unfortunate Events,True,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 3, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 1}",F - M,White,,
2004,2005,77,Makeup and Hairstyling,"Christien Tinsley, Keith Vanderlaan",The Passion of the Christ,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 3, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2004,2005,77,Makeup and Hairstyling,"Jo Allen, Manuel García",The Sea Inside,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 1, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 1, 'winsOscars': 1}",F - M,White,,
2004,2005,77,Music (Original Score),Jan A.P. Kaczmarek,Finding Neverland,True,"{'nomsBaftas': 11, 'nomsGoldenGlobes': 5, 'nomsOscars': 6, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 1}",Male,White,,
2004,2005,77,Music (Original Score),John Williams,Harry Potter and the Prisoner of Azkaban,False,"{'nomsBaftas': 4, 'nomsGoldenGlobes': 0, 'nomsOscars': 2, 'winsBaftas': 2, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
